A,B,C
-0.5297602037670388,-0.9190244736665613,-0.745709793764834
0.5132674331133561,0.7151851063164152,1.9806221778147934
0.09707754934804039,0.09009397351744311,0.2872463273858125
0.9686449905328892,1.690789513736362,3.6459070410436807
-0.7020530938773524,-1.6987885662268107,-2.067475127808248
-0.3276621465977682,-0.23052324468502394,-1.4136285404574365
-0.39210815313215763,-0.6057085632817916,-0.4147624207616444
-1.4635149481321186,-3.2734846938945643,-4.121089822554026
0.29612027706457605,1.0420404918457775,0.3697377540304999
0.26105527217988933,0.6757603047980834,0.6879964774978639
0.0051134566424609,0.41665797270440186,-0.422468756764996
-0.23458713337514742,-0.15435984578848871,-1.3951612656076104
-1.4153707420504142,-3.245238989561865,-3.783023452385422
-0.42064532276535904,-1.121381165629203,-0.3072276480610119
-0.3427145165267695,-0.31178223049190806,-1.7274273364898791
-0.8022772692216189,-1.2993694057265053,-2.1253471893195712
-0.16128571166600914,-0.33302222031409234,-0.809178419558941
0.4040508568145384,0.8667654052834678,0.968589878561267
1.8861859012105302,4.411204250315273,5.3623607415121555
0.17457781283183896,0.05336993124576295,0.09173805365560889
0.257550390722764,0.7886494720305468,0.7969119861407055
-0.0744459157661671,-0.24998815774928118,-0.6388128055040202
-1.9187712152990415,-3.9463830322116933,-5.621085233007205
-0.026513875449216878,0.4963606750951614,-0.10466068107221911
0.06023020994102644,0.5331685943760678,0.061216606389874445
2.463242112485286,5.333239042970892,6.935944506435059
-0.19236096478112252,0.2680174740149195,-0.865468559627534
0.30154734233361247,0.6135966054836045,1.2823376399137154
-0.03471176970524331,0.27155294623699533,0.14632328469646044
-1.168678037619532,-2.492489453535792,-3.9948117352578714
1.1428228145150205,2.447728805274262,3.4781345962596744
0.7519330326867741,1.438794538189706,2.6314926597462165
0.7910319470430469,1.630561876582453,1.5383932005684549
-0.9093874547947389,-1.5211963968710212,-2.4564822681942493
1.4027943109360992,2.396478280255462,3.8770710533353743
-1.4018510627922809,-1.7575084877418317,-3.9202538540802636
0.5868570938002703,0.6707054968506896,1.3789417031295523
2.1904556258099785,3.7738169452260912,5.668925827097676
-0.9905363251306883,-1.4020172135113427,-3.7853801943336465
-0.5662977296027719,-0.7367641122240759,-1.6748507154776247
0.09965136508764122,0.51136263870136,0.42881534612366456
-0.5034756541161992,-0.6927785536002584,-1.962585274900802
-1.5506634310661327,-3.1074502485557227,-4.332694063809711
0.06856297480602733,-0.3115012361308611,-0.625071106716398
-1.0623037137261049,-2.0867051483553465,-3.219951040501973
0.4735924306351816,0.6086040055143074,0.8152691920243166
-0.9194242342338034,-1.3512886017587311,-3.08419075660249
1.5499344050175399,3.0263401192840105,4.673502550710826
-0.7832532923362371,-1.97925518306873,-2.7799665596506875
-0.3220615162056756,-0.8048159532378478,-1.1584623207319393
0.8135172173696698,1.8335001618771518,2.9436980567162294
-1.2308643164339552,-2.743590909269898,-3.98103888406344
0.22745993460412942,0.043809671425043106,1.1002258598449592
1.307142754282428,2.7361291143108124,3.356574835518475
-1.6074832345612275,-3.0924831835680937,-4.557547614726041
0.1846338585323042,0.11579612937904354,1.2746858859258627
0.2598827942484235,0.2842464356876856,-0.45617386731837417
0.78182287177731,1.6796707122334382,1.9470209875966917
-1.236950710878082,-3.197943592504826,-3.422316069043976
-1.3204566130842763,-3.3446451133568305,-4.062892532274326
0.5219415656168976,0.6846610206075773,1.7513976335363473
0.29698467323318606,0.4872457706104485,0.5889614263416479
0.25049285034587665,0.6564394834907556,0.79477344477408
0.34644820949697586,1.4305745274687278,0.9615060107948878
-0.6800247215784908,-0.931219631555972,-1.4561831339055689
0.23225369716100355,0.3845381293402935,0.8239715131336173
0.29307247329868125,0.5766368426460181,1.048018750933645
-0.7143514180263678,-1.92996751837164,-2.348992737140337
1.8657745111447566,3.722292454293318,5.353520421398023
0.4738329209117875,0.8033365223635061,1.205219668825552
-1.1913034972026486,-2.2212477142362523,-3.3766844204187976
0.6565536086338297,0.8994917454914979,1.7591685854913577
-0.9746816702273214,-1.6896900833340567,-2.7791575822337578
0.787084603742452,2.3405386639861927,3.398954210550075
1.158595579007404,2.2628110837863793,3.9113490887380586
-0.8206823183517105,-1.4405087756539503,-2.625058721139052
0.9633761292443218,2.2718242543442,3.4907353488149377
0.4127809269364983,0.6249516179300785,1.0343050942987193
0.82206015999449,1.7561665608941883,1.447118212394543
1.8967929826539474,3.7998821656987922,5.18633579250314
-0.2453881160028705,-0.4419381827313251,-1.6715603085215394
-0.7537361643574896,-1.8939772206427123,-2.4369652350931235
-0.8895144296255233,-1.7667737721215753,-2.659334099281794
-0.8158102849654383,-1.3826214243081518,-1.6092121987586734
-0.07710170941410412,0.5713683850693126,-0.06784144136023104
0.3411519748166435,1.1619393626758905,0.9139056600454984
0.27669079933001905,1.6299728274158163,1.2447751885818017
0.8271832490360238,1.2706927166280229,1.375982092604129
0.01300189187790702,0.4621641021161531,0.15681295468800402
1.4535340771573169,2.9987391571838096,4.746034828415435
-0.2646568332379561,0.565587800132924,-1.533263622603789
2.720169166589619,5.036189190501662,8.732384521372321
0.6256673477650062,0.8314737744396243,2.046250247042226
-0.8571575564162826,-2.0140114355545764,-2.779116626199248
-1.0708924980611123,-3.203732858277128,-2.8962865611301947
0.4824724152431853,0.7020673196459901,2.582763674631754
-0.22346278532585084,-0.8264919014285507,-0.579455228448305
0.7140004940920919,1.5031978814222875,2.2661117754264435
0.47323762457354485,1.1173532370356694,1.1900324239505125
-0.07282891265687277,0.7924275942941976,-0.6434089227030142
-0.846793718068405,-1.2183755170437849,-2.125213245933092
-1.5148472246858646,-3.318146277202931,-4.972583587012028
-0.4465149520670211,-1.3422372398082212,-1.303761737591367
0.8563987943234723,1.9587571744001975,2.330367659587859
0.21409374413020396,-0.23192911524991316,0.8817711452638078
-1.245738778711988,-1.5757481744967992,-3.57038528349249
0.173180925851182,0.9360819120630075,1.0383127496824955
0.3853173797288368,0.5360469334053212,0.9009439397591368
-0.883857436201133,-2.6242821369477047,-2.786509776250085
0.1537251059455279,0.9843863989737625,-0.028206540054569962
0.058208718445999896,0.05914751426569085,-0.04752047470005599
-1.142970297830623,-1.6670324396745153,-3.240260646969443
